Distance,Bin,Corpus
45.661192389129155,1,Change
42.327992214601274,2,Change
41.44281815064955,3,Change
39.56060788256192,4,Change
38.03464507276607,5,Change
45.661192389129155,1,Control
44.893363424134975,2,Control
46.142887173974565,3,Control
45.01290295138203,4,Control
44.617344480846036,5,Control
